text,label,clean_text
@IdiotOlympics @ForTheMen fuck her right in the pussy,offensive,fuck her right in the pussy
@Iemonaids @drugulaa some of them bitches give you more than a virus,offensive,some of them bitches give you more than a virus
@Iemonaids I'd pop dat lemon for some real pussy.,offensive,id pop dat lemon for some real pussy
@Iemonaids Id break that little bitches finger,offensive,id break that little bitches finger
@Iemonaids done that spell check we know you meant fat liberal Dyke feminist Nazi bitches,hate,done that spell check we know you meant fat liberal dyke feminist nazi bitches
@Iemonaids right in the pussy,offensive,right in the pussy
@IleanaGeorgina @Enriquuee_ kike your a soft nigga &#128514;,offensive,kike your a soft nigga
@Ilovebamf Whats it say... I see bird in it... Lmao,normal,whats it say i see bird in it lmao
@Ilovebamf is my big long lost brother I swear. I don't know what I'd do without this wetback.,offensive,is my big long lost brother i swear i dont know what id do without this wetback
@ImASpiderG you a bitch nigga,offensive,you a bitch nigga
@ImEthan_Gregory eyy that pushin one for me bro cause you know that bitch better blow hah,offensive,eyy that pushin one for me bro cause you know that bitch better blow hah
@ImHis_Treasure when bitches get inches they be like.,offensive,when bitches get inches they be like
@ImOnMyLevelGTB so what ur sayin is all I mess wit is hoes? #shady,offensive,so what ur sayin is all i mess wit is hoes shady
@ImSoLK 1v1 gun game pussy,offensive,v gun game pussy
@ImSoLK @OgHasnt fag,offensive,fag
@ImSooooMad guess who's eating cracker b without you,normal,guess whos eating cracker b without you
"@ImToBlame Apple TV got the NFL channel on that bitch, I'm pretty sure they're all on there. I've watched a couple. @DukeOfZamunda",offensive,apple tv got the nfl channel on that bitch im pretty sure theyre all on there ive watched a couple
"@ImToBlame although I will concede that bitch bought into the ""funnel bitches to Dwight #NoPedo"" tho.",offensive,although i will concede that bitch bought into the funnel bitches to dwight nopedo tho
@ImToBlame bitch I got a ring now ho I ain't fatherless no more ill fight you.,offensive,bitch i got a ring now ho i aint fatherless no more ill fight you
@ImToBlame bitch you opulent as fuck refrain from conversing upon matters of the middle class.,offensive,bitch you opulent as fuck refrain from conversing upon matters of the middle class
"@ImToBlame listen cuntrag whore bitch, shit be expensive as fuck, man. We had to do PR first that one year, this year was the wedding so.",offensive,listen cuntrag whore bitch shit be expensive as fuck man we had to do pr first that one year this year was the wedding so
@ImToBlame lyin ass bitch @GhostwritaMusic @ILL_Wil_ @brunzilla,offensive,lyin ass bitch
@ImToBlame you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.,hate,you a fatherless wallet carrying ass video game playing ass negro breh you filth no way you can afford to date a twitterhoney
@ImTooMuch bread in general aint too good for ya...but honky bread the worst...&#128514;&#128514;,normal,bread in general aint too good for yabut honky bread the worst
@Im_Thirst I love Louis CK! Quit bein a faggot and suck that dick,offensive,i love louis ck quit bein a faggot and suck that dick
@Im_Thirst I was gonna hold my tongue until I could get into another team but I couldn't do it anymore they're fuckin retarded.,offensive,i was gonna hold my tongue until i could get into another team but i couldnt do it anymore theyre fuckin retarded
@Im_Thirst Shin's a faggot. I'm glad your chipped him.,offensive,shins a faggot im glad your chipped him
@Im_Thirst randies are fags,hate,randies are fags
@Im_a_Asshole_ @ImTooMuch @MyAssHoleSoWet So you gon call me a nigger because of that? Fuck wrong with you?,offensive,so you gon call me a nigger because of that fuck wrong with you
@ImpactParasite just fuckin roasted this faggot,hate,just fuckin roasted this faggot
@InEyeAleE Son. We the sammich family out this bitch. She KNOW Joey love sammiches.,offensive,son we the sammich family out this bitch she know joey love sammiches
"@InEyeAleE shit ain't gon be funny when you need me to get you outta a horrific car crash, bitch.",offensive,shit aint gon be funny when you need me to get you outta a horrific car crash bitch
@InEyeAleE you're filled with pimps and hoes. We'll just talk about those I knows. @JosephBananas,offensive,youre filled with pimps and hoes well just talk about those i knows
"@InFaMouS_StAcKz hell no cause Brad still walked away like "" yeah i fucked that niggas bitch "" &#128514;",offensive,hell no cause brad still walked away like yeah i fucked that niggas bitch
@InTheOvenJews @SlaveCatcher88 @marylene58 we should hang out ovenjew. Have a lot in common. People waste time on nigs. Jews r r problem.,hate,we should hang out ovenjew have a lot in common people waste time on nigs jews r r problem
@IndicaMangoes they still fucking trash. I cant eat those to save my life.,offensive,they still fucking trash i cant eat those to save my life
@InedibleFood Quickscoping trash. TAKE OF THE TONY HAWK SETUP AND PLAY NORMALLY. THAT'S NOT WHAT SNIPERS ARE FOR!,normal,quickscoping trash take of the tony hawk setup and play normally thats not what snipers are for
@InfidelAlie that should read suck on my bacon encrusted middle finger Muslim twats,hate,that should read suck on my bacon encrusted middle finger muslim twats
"@InfidelAlie touch&#233; muzzie fuckers, hope it was set to go full of bacon and pork rinds",offensive,touch muzzie fuckers hope it was set to go full of bacon and pork rinds
@Inkedup_Tiny ^___^ still should've walked over and said something pussy,offensive,still shouldve walked over and said something pussy
@InnerSlutty I got u bitch,offensive,i got u bitch
"@Insanity_Lady I argue that Cersei is neither evil nor a bitch. She's greedy, desperate to protect her children and to be valued in a world",offensive,i argue that cersei is neither evil nor a bitch shes greedy desperate to protect her children and to be valued in a world
"@IntentionalTalk Half jar of marmalade, shaved monkey, saran wrap, mini horse. Give your best scene. #askkevin",normal,half jar of marmalade shaved monkey saran wrap mini horse give your best scene askkevin
@IsaidNick @aknadnrye give me credit lil bitch,offensive,give me credit lil bitch
@Ish_MallyMal @JayJuice22 all trash to me,normal,all trash to me
@Ish_MallyMal August is trash,normal,august is trash
@Issa_GOLD my fuckin back still hurts but it was worth it. And I'm still mad about the hoe incident. Haha. http://t.co/eAnDLKSbpM,offensive,my fuckin back still hurts but it was worth it and im still mad about the hoe incident haha
@Issa_GOLD u think that dream has anything to do with those two dumb bitches in San Diego lol,offensive,u think that dream has anything to do with those two dumb bitches in san diego lol
"@Italian_Montana @CarterBoy_leake ant is a pussy man, don't make me pull up the pic!!!!",offensive,ant is a pussy man dont make me pull up the pic
@Italian_Montana im a boss ass bitch,offensive,im a boss ass bitch
"@ItsJusMeJoJo lol you've tweeted ""bitch"" an excessive amount (for you) today. you ok?",offensive,lol youve tweeted bitch an excessive amount for you today you ok
@ItsKeeshKapeesh *yourself *faggot buy a dictionary,hate,yourself faggot buy a dictionary
@ItsKiaraaaa looks like you took a red marker and colored on your leg,normal,looks like you took a red marker and colored on your leg
@ItsLenDaddy thanks bruh dont ever forget we still on the look out for these faggots ................................. @JustCurrieOn,offensive,thanks bruh dont ever forget we still on the look out for these faggots
@ItsLexisHope Sounds like there are some major bitches in your area.,offensive,sounds like there are some major bitches in your area
"@ItsMander
Is you sure you ain't colored?",offensive,is you sure you aint colored
"@ItsMander 
AIDS ain't all dat bad. You can become da hoe and do da crack and ain't gonna make no difference anyhow",offensive,aids aint all dat bad you can become da hoe and do da crack and aint gonna make no difference anyhow
"@ItsMander 
You tryin to say ofay?",normal,you tryin to say ofay
"@ItsMander @kfc
You can always gets da colored folk back in da cage wit da KFC",hate,you can always gets da colored folk back in da cage wit da kfc
@ItsMeGrizz dink now uknow thats not true,normal,dink now uknow thats not true
@ItsMeKevin10 @josie618 @ThatSlutAdrian @ZaidSaracini @papigabs lmao this nigguh,offensive,lmao this nigguh
"@ItsNotHarold I'll try tomorrow RT @Harold: Gonna try and eliminate the word ""bitch"" out of my vocabulary. I need to start bettering myself",offensive,ill try tomorrow rt gonna try and eliminate the word bitch out of my vocabulary i need to start bettering myself
"@ItsOnlyJess @LukeFriendyy @J_CATS_RULE she's a right twat, I'd tell you, honestly Sky! Honestly &#128520;&#127829;",offensive,shes a right twat id tell you honestly sky honestly
@ItsYOUR_man make me white trash cousin fucker,offensive,make me white trash cousin fucker
@ItsYOUR_man nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch,hate,nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch
@ItsYOUR_man you a fucking wigger so stfu,offensive,you a fucking wigger so stfu
@ItsmeKyleWayne Yeaa black bitches actin like they too good for an average nigga like they just got A1 credit and pussy,offensive,yeaa black bitches actin like they too good for an average nigga like they just got a credit and pussy
"@IvanJ_Reyes, um no that only a fuck you bitch and done xavier will hopefully respect girls bc I am doing it alone and I don't want that",offensive,um no that only a fuck you bitch and done xavier will hopefully respect girls bc i am doing it alone and i dont want that
@IvetteBrianna_ I never said you was a hoe guilty consents ass girl,offensive,i never said you was a hoe guilty consents ass girl
@IvetteBrianna_ fag,offensive,fag
@IvetteBrianna_ you better feel the love... I don't even show these hoes love lol,offensive,you better feel the love i dont even show these hoes love lol
@IzThat_xp @xDSmooth lmao denote got a bitch here right now but he love her,offensive,lmao denote got a bitch here right now but he love her
@JAYREIDOFFICIAL I want it to be somewhat of a collage .. Money jewels cartiers etc .. Jus little shit to let niccas know we still here,offensive,i want it to be somewhat of a collage money jewels cartiers etc jus little shit to let niccas know we still here
@JAYREIDOFFICIAL a nicca anxious to hear that shit my g,offensive,a nicca anxious to hear that shit my g
@JAYREIDOFFICIAL my nicca!,offensive,my nicca
@JBilinovich @JZolly23 @cmnw86 You guys wanna skull Fuck some clay birds this weeknd???,offensive,you guys wanna skull fuck some clay birds this weeknd
@JGardenofEden @KySportsRadio @ryanlemond But...country music listeners really are hicks and alcoholics &#128514;&#128514;,hate,butcountry music listeners really are hicks and alcoholics
@JHafe big booty hoes!,offensive,big booty hoes
"@JHannahhh oh you mean Noah zimmerman's cute ass &#128525;. I mean he should, he talks to his hoes all day everyday . &amp; his girl Courtney &#128514;&#128564; sooo",offensive,oh you mean noah zimmermans cute ass i mean he should he talks to his hoes all day everyday amp his girl courtney sooo
@JLlVE looks prime for some trash pick up,normal,looks prime for some trash pick up
@JMC2488 @jetsgreen @TB12FAN and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile,hate,and fuck you too ya little bitch you look like a mexican sucking a cock in ur profile
@JMuggaaa &#128527;&#128553;leezy got all the bitches,offensive,leezy got all the bitches
@JNunchuckfuck u can just ask him to suck his dick not that hard white trash,offensive,u can just ask him to suck his dick not that hard white trash
@JOLTNG niger,hate,niger
@JPERZELL shit pic master hoe protecting ass bow tie nigga,offensive,shit pic master hoe protecting ass bow tie nigga
"@JPantsdotcom @Todd__Kincannon @the__realtony I'm partial, faggot..homo...both fairly describes the same sick twisted Assholes out there.",hate,im partial faggothomoboth fairly describes the same sick twisted assholes out there
"@JPantsdotcom @Todd__Kincannon @the__realtony naaaaa, just popped across my TL, so I commented. But nice try faggot!",offensive,naaaaa just popped across my tl so i commented but nice try faggot
@JPerez003 teabaggers are anti American. Hows it feel to hate your country?,offensive,teabaggers are anti american hows it feel to hate your country
@JRealmo I don't think they believe in their communities ability to function w/out whitey. They choose to be hustled by big gov't...,normal,i dont think they believe in their communities ability to function wout whitey they choose to be hustled by big govt
@JRise88 @G_Anderson4 what do you want fag,hate,what do you want fag
@JRise88 @LongLiveTylerD your a fag,hate,your a fag
@JRise88 do it then pussy,offensive,do it then pussy
@JRise88 ill fuck you til you love me faggot,offensive,ill fuck you til you love me faggot
@JRise88 shut up you stupid bitch,hate,shut up you stupid bitch
@JStac825 @ThatAngryNigga at least after nearly two decades of complete trash they put out ATYSYC to redeem themselves.,offensive,at least after nearly two decades of complete trash they put out atysyc to redeem themselves
@JStac825 @ThatAngryNigga these niggas must be deaf. When's the last time you heard a Roots song on the radio? Quest don't get bitches!,offensive,these niggas must be deaf whens the last time you heard a roots song on the radio quest dont get bitches
@JStarrTweets I took it harder when Rivera retired. I'm not a Yankee fan but I have a lot of love and respect for em. Especially the core 4,normal,i took it harder when rivera retired im not a yankee fan but i have a lot of love and respect for em especially the core
@JStarrTweets my pops is from New York. My family is Yankee obsessed. My sister literally cried when she heard he was gonna,normal,my pops is from new york my family is yankee obsessed my sister literally cried when she heard he was gonna
@JStarrTweets yeah wizards! Agent zero bitches,offensive,yeah wizards agent zero bitches
@JT_Cameron92 or your in the ghetto,normal,or your in the ghetto
@JTrevorHowerton @HollyRFisher because it's hilarious how it makes teabaggers freak out. I'll do it again too.,offensive,because its hilarious how it makes teabaggers freak out ill do it again too
@JUSTLOVE_NOHATE @Me_NOindirect whole hoe outchea.......,offensive,whole hoe outchea
"@JUSxDOiT I was hangin' on them corners late Pockets wasn't straight, bitch! I ain't gon make it at this rate, dawg.. Know what I'm sayin?",offensive,i was hangin on them corners late pockets wasnt straight bitch i aint gon make it at this rate dawg know what im sayin
@JVP731 @keselowski @mattkenseth I would have loved to watch Newman bitch slap Johnson I'd pay to see that,offensive,i would have loved to watch newman bitch slap johnson id pay to see that
@JZolly23 @HannahKubiak Everybody knows that bitches love mullets #Pantiedropin,offensive,everybody knows that bitches love mullets pantiedropin
@JZolly23 @JBilinovich we need to grow mullets together so we can get all the bitches and @HannahKubiak can hate on us,offensive,we need to grow mullets together so we can get all the bitches and can hate on us
@JZolly23 also is search of dirty white trash hookers for the weekends,offensive,also is search of dirty white trash hookers for the weekends
@J_Dun54 awww shit lol I want my money too bitch. Who else I give one tO?,offensive,awww shit lol i want my money too bitch who else i give one to
@J_Dun54 oh you little bitch you. You tryna hit the fair tho today or sometime this week? Shit might be fun drunk,offensive,oh you little bitch you you tryna hit the fair tho today or sometime this week shit might be fun drunk
"@J_Fritzy @vivaalakatyy @Lompartayy @brotherbill7 @JHuff_5 bitch better back up, Katy's mine",offensive,bitch better back up katys mine
"@J_Kwest No, Cpt Commando is a hoe and a cocksucker",offensive,no cpt commando is a hoe and a cocksucker
@J_Kwest when a bitch look his way http://t.co/VkdkoEKLxZ,offensive,when a bitch look his way
@J_Logan And you know best about the bird moves...!!!,normal,and you know best about the bird moves
@J_Nastyy_ @Bum_Farto why would a white man even go to a nigger hell hole of Detroit? An I've worked in A town how. Y'all good niggers!,offensive,why would a white man even go to a nigger hell hole of detroit an ive worked in a town how yall good niggers
"@J__F__H Happy Another Group of 365 Days, you weird ass son of a bitch. That's why we all love you, though. Hoping there are riots in H-town",offensive,happy another group of days you weird ass son of a bitch thats why we all love you though hoping there are riots in htown
"@JacobRyanBruhn Kiss these nuts, bitch!",offensive,kiss these nuts bitch
@JacobbBacker @fucktyler Tyler isn't shit faggot go listen to some real music,offensive,tyler isnt shit faggot go listen to some real music
@JacobbBacker fag,hate,fag
@JacobbBacker faggot,offensive,faggot
@JacobbBacker you don't know shit about me faggot bitch,hate,you dont know shit about me faggot bitch
@JacsonBevens @markkiszla absolutely retarded article http://t.co/3hSVTYOXFf,offensive,absolutely retarded article
@JadeGreenleaf @DailySexSupply am i really a fag if I'm liking that video,offensive,am i really a fag if im liking that video
@JadeGreenleaf fag,hate,fag
@JaiBrooks1 faggot,hate,faggot
@JaiBrooks1 not funny u faggot,hate,not funny u faggot
@JaiBrooks1 ugly goldigging cunt u probably have an uncircumcised penis faggot,offensive,ugly goldigging cunt u probably have an uncircumcised penis faggot
@JaiBrooks1 ur brother looks so queer and ugly,hate,ur brother looks so queer and ugly
@JalenDGAF @CourtniClark &#128308;&#9899;&#65039;&#128308;&#9899;&#65039;&#128308;&#9899;&#65039; no pressure hoe,offensive,no pressure hoe
"@Jalenhendricks4 hoes saying ""eyebrows on fleek"" .. Search it on twitter",offensive,hoes saying eyebrows on fleek search it on twitter
"@JamesOKeefeIII @jdhayworth James, nobody (save a couple illiterate, inbred teabagger morons) gives a flying fuck about your ""revelations.""",offensive,james nobody save a couple illiterate inbred teabagger morons gives a flying fuck about your revelations
@JamesdaJewison &lt;&lt;BEST NAME ON TWITTER EVER!! AKA; Jewbacca&lt;&lt;SECOND BEST NAME ON TWITTER!!,normal,ltltbest name on twitter ever aka jewbaccaltltsecond best name on twitter
@JamesyNBA damn your bitch really hoe'n for the F!!,offensive,damn your bitch really hoen for the f
"@JamieWinn4 that's ""energy"" the City is ""Electric"" gotta go to Yankees Stadium, When they are winning. It is truly ""electrifying""",normal,thats energy the city is electric gotta go to yankees stadium when they are winning it is truly electrifying
@JaneyPew nigger you are bigger than I am. Do you even #R4aperSec ?,offensive,nigger you are bigger than i am do you even rapersec
"@JarJar_Banks momma didn't raise no sukka, bitch!",offensive,momma didnt raise no sukka bitch
@JaredReve use monkey maker you prick!,offensive,use monkey maker you prick
@JasonAstley I hate that shit. Like bitch don't ask me for shit makin me waste my time and your dumb ass ain't even using it.,offensive,i hate that shit like bitch dont ask me for shit makin me waste my time and your dumb ass aint even using it
"@JasonMoriarty13 I remember his nephew Lucas crying and dan saying ""quit being such a pussy and grow a pair"" or something. &#128514;&#128557; dans so funny.",hate,i remember his nephew lucas crying and dan saying quit being such a pussy and grow a pair or something dans so funny
@JavelinaBlue @mdjacksondallas @KennettDems yep. Texas is redneck heaven.,offensive,yep texas is redneck heaven
@JavieTheCreator @its_selenaaaa haha yuhh that hoe was funny,offensive,haha yuhh that hoe was funny
@JavieTheCreator stank ass hoes haha,offensive,stank ass hoes haha
@JawShoeeAhhh *bitch,offensive,bitch
@JawShoeeAhhh @FabianMleal fuck you bitch lol,offensive,fuck you bitch lol
@JawShoeeAhhh @FabianMleal shut up bitch,offensive,shut up bitch
@JawShoeeAhhh @FabianMleal suck a dick hoe,offensive,suck a dick hoe
@JawShoeeAhhh @greyyygoose @jehnayy you're gay bitch,offensive,youre gay bitch
@JawShoeeAhhh @jehnayy no bitch lol,offensive,no bitch lol
@JawShoeeAhhh @josecarcamo03 lmao you're on my timeline it ain't spying hoe lol,offensive,lmao youre on my timeline it aint spying hoe lol
"@JawShoeeAhhh @keepitplur bitch you beat after losing twice lol and we won 11, you just a hater",offensive,bitch you beat after losing twice lol and we won you just a hater
@JawShoeeAhhh bitch answer me lol,offensive,bitch answer me lol
@JawShoeeAhhh bitch you can't even say no lol,offensive,bitch you cant even say no lol
@JawShoeeAhhh lmao you're a bitch boy,offensive,lmao youre a bitch boy
@JawShoeeAhhh lol thanks bitch hahah Vegas ain't ready for us lol,offensive,lol thanks bitch hahah vegas aint ready for us lol
@JawShoeeAhhh shut up bitch,offensive,shut up bitch
@JawShoeeAhhh that don't mean you're not balling lol shut up hoe lol,offensive,that dont mean youre not balling lol shut up hoe lol
@JawShoeeAhhh that means you're balling if you're Jewish lol I don't love hoes lol,offensive,that means youre balling if youre jewish lol i dont love hoes lol
@JawShoeeAhhh you're a bitch lol,offensive,youre a bitch lol
@JayJuice22 @Ish_MallyMal no song I've heard was good is what I mean by he's trash,normal,no song ive heard was good is what i mean by hes trash
"@JayKollsKSTP please tell those fuming cops that they are a bunch of coward little bitches, and should not be allowed near weapons. Thanks.",offensive,please tell those fuming cops that they are a bunch of coward little bitches and should not be allowed near weapons thanks
@Jaydillz they're both big bitches tho lol,offensive,theyre both big bitches tho lol
@Jaytwofly @G_MUCKA good leave you stupid faggot,hate,good leave you stupid faggot
"@Jaytwofly huh, lol mad nigger is mad",hate,huh lol mad nigger is mad
@JayyRosayy you ain't got no hoes lil jess you're a lil guy,offensive,you aint got no hoes lil jess youre a lil guy
"@Jazwau &#128528; who did you rob, them hoes like 4 online",offensive,who did you rob them hoes like online
@Jbrendaro30 @ZGabrail @ramsin1995 @GabeEli8 @Jacob2times bitch ass nigggaaa,offensive,bitch ass nigggaaa
"@JedZiggler I say it all the time same with fag and queer it's all about the context I suppose, some people are just looking to get offended",offensive,i say it all the time same with fag and queer its all about the context i suppose some people are just looking to get offended
@JefDaBest: The fact this bird ass nigga took my phone and did a light skin pose in school @Mrste617 smh lol http://t.co/Zd3vctXGXh,offensive,the fact this bird ass nigga took my phone and did a light skin pose in school smh lol
@JeffBlogwell time to call hoes,offensive,time to call hoes
@JennaHord12 Feels like it's been a year since I seen ya queer lolol,offensive,feels like its been a year since i seen ya queer lolol
@JennaHord12 Nooo Amber's supposed to kill me fag,offensive,nooo ambers supposed to kill me fag
@JennyJohnsonHi5 Did you say spray tan? **Charlie Crist switches back to Republican**,normal,did you say spray tan charlie crist switches back to republican
@JennyMcCarthy don't let idiots that can't even spell retarded get you down.,offensive,dont let idiots that cant even spell retarded get you down
@JennyReyes42 @iamadamg_ awwe i love you too jenny! Your so damn perf &amp; NOT ugly. Seriously dis bitch must be blind!,offensive,awwe i love you too jenny your so damn perf amp not ugly seriously dis bitch must be blind
"@JennyTripleTit it's also a bird, a city, and a math theorem. I make no assumptions!",normal,its also a bird a city and a math theorem i make no assumptions
@JerGucci I can trap anywhere I wanna just because I ain't a bitch n in rarely solo.,offensive,i can trap anywhere i wanna just because i aint a bitch n in rarely solo
@JerGucci go on Craigslist bitches be on there &#128514;&#128514;,offensive,go on craigslist bitches be on there
@JerGucci my luck the bitch gonna drug me an I won't even kno what happened lmao,offensive,my luck the bitch gonna drug me an i wont even kno what happened lmao
@JerGucci she can suck dick tho that's better than brownies,offensive,she can suck dick tho thats better than brownies
@JerGucci ur avi prolly shoot dust out your phone cuz that shit so old u cat fishing the bitches on here lmao,offensive,ur avi prolly shoot dust out your phone cuz that shit so old u cat fishing the bitches on here lmao
@JeremyAdams_ you're a bitch,offensive,youre a bitch
@JermsAllOver I can't be homeless in 2014.... but them bitches better not slip in 2015,offensive,i cant be homeless in but them bitches better not slip in
@JesseAbrego bitch I might be,offensive,bitch i might be
@Jessycaa_Rubi @O_ShitItsLaura Bitch you just an inch taller than me &#128079;&#128079; &amp; we normal height Jessyca and Daysi are just some short bitches &#128514;,offensive,bitch you just an inch taller than me amp we normal height jessyca and daysi are just some short bitches
@JewelsAndDrugs9 @ladygaga @madonna lmao madonnas music sucks? yeah you're fucking stupid if you think gaga is better. retard,hate,lmao madonnas music sucks yeah youre fucking stupid if you think gaga is better retard
"@JfromHuntington #Savages 
Day is like coloreds dat wrap day hoes like mummies",offensive,savages day is like coloreds dat wrap day hoes like mummies
"@JfromHuntington @thatUPSdude &lt;
I hates to interject but cans I have yo digits? I likes wiggers dat wanna be fucked by coloreds",offensive,lt i hates to interject but cans i have yo digits i likes wiggers dat wanna be fucked by coloreds
@JimBoberson happy birthday faggot,hate,happy birthday faggot
@JimNastikowski @3Quarters2Day ? Are you a race traitor or just a dumbass?,offensive,are you a race traitor or just a dumbass
@JimNorton Hey Jim you'll love this http://www.wwtdd.com/2010/05/gabourey-sidibe-is-a-complete-bitch/,offensive,hey jim youll love this
"@JimmyMcIver @jerrilyn71 @Doc_68W_ Just like ""FAT CHICKS NEED LOVE TOO"" I guess. 
Some Jeffrey Dommer Type would be all over that sloppy ho.",offensive,just like fat chicks need love too i guess some jeffrey dommer type would be all over that sloppy ho
"@JizzAtTheScene and how am I assume shit 
,hmm cuz u don't know what fuck u talking about crackers these days.",hate,and how am i assume shit hmm cuz u dont know what fuck u talking about crackers these days
@JjLoveUp tranny,normal,tranny
@Jo_clark6 @breezysofresh24 no homo bro love ya to!! Lets get some 151 an some Malibu rum!! Tech 9 this bitch haha,offensive,no homo bro love ya to lets get some an some malibu rum tech this bitch haha
@Jo_clark6 @pache16 @PcktSizeCae an just don't be a hoe about it! Haha,offensive,an just dont be a hoe about it haha
"@Joan_Rivers Bitch you old ass mushroom ass bitch looking like a moldy ass toe wobbly raggedy ass vagina face BYE

http://t.co/LTi96AZjwk",offensive,bitch you old ass mushroom ass bitch looking like a moldy ass toe wobbly raggedy ass vagina face bye
@Jobbe03 @PandaEnchilada You're such a bitch Carlton. You're lucky your fathers a judge.,offensive,youre such a bitch carlton youre lucky your fathers a judge
"@Jobbe03 You need to insert a chill pill up your ass. Twice a day until your bitch assness goes away. If the problem persists, see a doctor.",offensive,you need to insert a chill pill up your ass twice a day until your bitch assness goes away if the problem persists see a doctor
@JoeBiden is such a retard! &#8220;@irritatedwoman: Biden Calls Himself &#8216;White Boy&#8217; in Meeting With Black Pastors http://t.co/bqx1IEv0wD&#8221;,offensive,is such a retard biden calls himself white boy in meeting with black pastors
@JoeDouglas1 I guess blaspheme to your Allah is ok if your pos muzzie huh? @JewJitsuGrl @efilnikcufecin7 @Darknight420,hate,i guess blaspheme to your allah is ok if your pos muzzie huh
@JoeDouglas1 sit down and stfu raghead @Darknight420 @hajihuntingpat,hate,sit down and stfu raghead
@JoePrich shut up faggot,offensive,shut up faggot
@JoeTheMailman @emilyrs But that bitch could care less about Benghazi victims!,offensive,but that bitch could care less about benghazi victims
@Joe_Schmucc Dog Government jobs is the SHIT. I done got my last few off that bitch.,offensive,dog government jobs is the shit i done got my last few off that bitch
@Joey_D26 sweet comeback u fuckin herb I dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from NYC fag,hate,sweet comeback u fuckin herb i dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from nyc fag
@Joey_D26 you're such a pussy,offensive,youre such a pussy
"@JohnColeGlover is big cat a ""fat pussy"" joke?",offensive,is big cat a fat pussy joke
@JohnFaheyIII go eat bear shit you fuckin yokel,offensive,go eat bear shit you fuckin yokel
@John_Mayer_69 @Biggg_Mackkk dont talk to your hoe that way,offensive,dont talk to your hoe that way
@JohnnnyAmor lol wyo bitch,offensive,lol wyo bitch
@Johnny3_ @HPGuilty trash ain't it,normal,trash aint it
@JonJ_07 like their players really been talking trash about Bama.,normal,like their players really been talking trash about bama
@JonJanke @Deadspin @jtrimbl3 You sound like you're pussy whooped. #freelikeabird,offensive,you sound like youre pussy whooped freelikeabird
"@JonJanke @jtrimbl3 You're a sensitive, pussy whooped, no sense of humor, neo zoom maxi dweeb. Now sit your ass all the way down.",offensive,youre a sensitive pussy whooped no sense of humor neo zoom maxi dweeb now sit your ass all the way down
@JonahNRO No good options left indeed. This president makes Jimmy Carter look like a piker. So sad.,normal,no good options left indeed this president makes jimmy carter look like a piker so sad
@JonnVercetti true but then again I'm my opinion a hoe is someone who goes and sleeps with everybody,offensive,true but then again im my opinion a hoe is someone who goes and sleeps with everybody
@JonnieSantana He's definitely trash. But if Bill Cohwer or Stanford 's head coach want the job I'd hire them. With a new gm of course,normal,hes definitely trash but if bill cohwer or stanford s head coach want the job id hire them with a new gm of course
@Jontel_20 &#128557; pussy,offensive,pussy
@JoriBunni he talkin bout we wanna be human and I'm just like .... bitch whet?,offensive,he talkin bout we wanna be human and im just like bitch whet
@JoseRvmirez I'm a lil nigga?? Wait till you see nigga. You ain't ready. I'm from Chicago boy I ain't no pussy from the burbs. Just wait,offensive,im a lil nigga wait till you see nigga you aint ready im from chicago boy i aint no pussy from the burbs just wait
@JosesitoRiveraa fuck no faggot,offensive,fuck no faggot
@Josh_Ward thuggery? Cheating? Talking trash? Who's doing that besides Jameis? And isn't ND in the middle of cheating issues?,normal,thuggery cheating talking trash whos doing that besides jameis and isnt nd in the middle of cheating issues
"@Jpizzle651 I didn't really have one, was aware of Yankees, but always loved Dodgers uniform!",normal,i didnt really have one was aware of yankees but always loved dodgers uniform
"@JuMosq @zachkruse2 Yep. *sobs*

I got my hopes up when a couple of the national guys (including that Kiper/McShay mock) had him slipping.",normal,yep sobs i got my hopes up when a couple of the national guys including that kipermcshay mock had him slipping
@JuanDaMeskin you wouldn't last a day there hoe.,offensive,you wouldnt last a day there hoe
"@JuanNDaCut @ShareA40Ounce she playin pussy hole bingo.
She drawing the next number",offensive,she playin pussy hole bingo she drawing the next number
"@JuanYeeze damn took this dumb spic nearly 2 days to respond, wuz really good tho beaner?",hate,damn took this dumb spic nearly days to respond wuz really good tho beaner
"@JuanYeeze shut yo beaner ass up spic and hop your faggot ass back across the border little nigga, go listen to some pitbull",hate,shut yo beaner ass up spic and hop your faggot ass back across the border little nigga go listen to some pitbull
@JudgmentalNYer @eveisapisces it always looks so nice! I was gonna buy this yellow one,normal,it always looks so nice i was gonna buy this yellow one
@JuiceMan_LTF shut up pussy,offensive,shut up pussy
@Juice__2 faggot,offensive,faggot
@Juice__2 i know bout yo wack ass dreads nigger,offensive,i know bout yo wack ass dreads nigger
@Juice__2 nah you're a nigger,offensive,nah youre a nigger
@JuiciStrawberry Kik is for hoes.You either gone shit or get off the pot.,offensive,kik is for hoesyou either gone shit or get off the pot
@Juicy_james01 ain't no love 4 these hoes,offensive,aint no love these hoes
